PVS,dataset,resolution,bitrate,fps,codec,N_raw,N_clean,max_removed,min_removed,outlier_IDs,users_removed,n_users_removed,MOS_raw,MOS_iqr,MOS_corr,MOS_corr_iqr,MOS_std,MOS_ci_low,MOS_ci_high,MOS,MOS_aligned
rts_01_1920x1080_60_yuv420p.yuv_H264_3M,lofps_4k_testnum_010,1080,3.0,60,H264,30,30,0,0,[],[3.],1,5.0763,5.0763,5.1445,5.08,0.883,4.76,5.392,5.08,5.08
rts_01_1920x1080_60_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_010,1080,0.5,60,HEVC,30,29,0,1,[10.0],[3.],1,2.8853,2.9503,2.9093,2.9775,0.62,2.725,3.176,2.9775,2.9775
rts_01_3840x2160_60_yuv420p.yuv_AV1_1M,lofps_4k_testnum_010,2160,1.0,60,AV1,30,30,0,0,[],[3.],1,4.7403,4.7403,4.7341,4.7341,0.812,4.45,5.031,4.7341,4.7341
rts_01_960x540_30_yuv420p.yuv_HEVC_0.15M,lofps_4k_testnum_010,540,0.15,30,HEVC,30,27,0,3,"[10.0, 24.0, 26.0]",[3.],1,2.2203,2.3559,2.2166,2.3569,0.452,2.185,2.526,2.3569,2.3569
racing_02_1280x720_60_yuv420p.yuv_AV1_0.5M,lofps_4k_testnum_010,720,0.5,60,AV1,31,30,1,0,[12.0],[3.],1,2.7906,2.729,2.7827,2.7186,0.572,2.524,2.934,2.7186,2.7186
racing_02_1920x1080_30_yuv420p.yuv_H264_2M,lofps_4k_testnum_010,1080,2.0,30,H264,30,30,0,0,[],[3.],1,3.5503,3.5503,3.5441,3.5441,0.74,3.286,3.815,3.5441,3.5441
racing_02_1920x1080_30_yuv420p.yuv_HEVC_5M,lofps_4k_testnum_010,1080,5.0,30,HEVC,31,31,0,0,[],[3.],1,4.7235,4.7235,4.7637,4.7637,0.745,4.461,4.986,4.7637,4.7637
racing_02_1920x1080_60_yuv420p.yuv_HEVC_10M,lofps_4k_testnum_010,1080,10.0,60,HEVC,30,29,0,1,[3.0],[3.],1,5.039,5.0962,5.0962,5.0962,0.606,4.876,5.317,5.0962,5.0962
racing_02_1920x1080_60_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_010,1080,2.0,60,HEVC,30,30,0,0,[],[3.],1,3.8303,3.8303,3.8314,3.8314,0.667,3.592,4.069,3.8314,3.8314
racing_02_3840x2160_30_yuv420p.yuv_AV1_10M,lofps_4k_testnum_010,2160,10.0,30,AV1,31,31,0,0,[],[3.],1,5.4326,5.4326,5.4917,5.5621,0.883,5.122,5.743,5.5621,5.5621
racing_02_60_720,lofps_4k_testnum_010,720,100.0,60,ref,31,29,1,1,"[5.0, 10.0]",[3.],1,4.8545,4.8548,4.878,4.88,0.627,4.627,5.083,4.88,4.88
racing_02_960x540_30_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_010,540,0.5,30,HEVC,30,30,0,0,[],[3.],1,2.5913,2.5913,2.5979,2.5979,0.691,2.344,2.839,2.5979,2.5979
racing_02_960x540_60_yuv420p.yuv_H264_2M,lofps_4k_testnum_010,540,2.0,60,H264,31,28,2,1,"[1.0, 5.0, 12.0]",[3.],1,3.4929,3.44,3.485,3.4825,0.515,3.249,3.631,3.4825,3.4825
racing_02_960x540_60_yuv420p.yuv_HEVC_3M,lofps_4k_testnum_010,540,3.0,60,HEVC,30,29,0,1,[10.0],[3.],1,3.7907,3.8507,3.8024,3.865,0.715,3.591,4.111,3.865,3.865
card_01_1280x720_30_yuv420p.yuv_AV1_0.1M,lofps_4k_testnum_010,720,0.1,30,AV1,30,28,2,0,"[5.0, 12.0]",[3.],1,2.799,2.64,2.8103,2.6463,0.554,2.435,2.845,2.6463,2.6463
card_01_1920x1080_60_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_010,1080,0.5,60,HEVC,30,30,0,0,[],[3.],1,3.366,3.366,3.3679,3.3679,0.639,3.137,3.595,3.3679,3.3679
card_01_3840x2160_30_yuv420p.yuv_AV1_3M,lofps_4k_testnum_010,2160,3.0,30,AV1,30,30,0,0,[],[3.],1,6.0353,6.0353,6.081,6.081,0.641,5.806,6.265,6.081,6.081
card_01_3840x2160_30_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_010,2160,2.0,30,HEVC,31,31,0,0,[],[3.],1,5.0397,5.0397,5.0647,5.1372,0.868,4.734,5.345,5.1372,5.1372
card_01_960x540_30_yuv420p.yuv_HEVC_0.15M,lofps_4k_testnum_010,540,0.15,30,HEVC,30,29,1,0,[12.0],[3.],1,2.1923,2.1176,2.2045,2.1275,0.652,1.88,2.355,2.1275,2.1275
fps_02_1280x720_30_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_010,720,0.5,30,HEVC,30,29,1,0,[5.0],[3.],1,3.0043,2.9359,3.001,3.001,0.591,2.721,3.151,3.001,3.001
fps_02_1280x720_60_yuv420p.yuv_HEVC_3M,lofps_4k_testnum_010,720,3.0,60,HEVC,30,26,0,4,"[3.0, 6.0, 10.0, 24.0]",[3.],1,4.6727,4.9362,4.7293,4.9362,0.534,4.731,5.142,4.9362,4.9362
fps_02_1920x1080_30_yuv420p.yuv_H264_2M,lofps_4k_testnum_010,1080,2.0,30,H264,31,30,1,0,[5.0],[3.],1,3.7052,3.6297,3.7347,3.8323,0.804,3.342,3.917,3.8323,3.8323
fps_02_3840x2160_60_yuv420p.yuv_AV1_10M,lofps_4k_testnum_010,2160,10.0,60,AV1,31,28,0,3,"[3.0, 5.0, 20.0]",[3.],1,6.0603,6.2775,6.117,6.2775,0.526,6.083,6.472,6.2775,6.2775
fps_02_60_540,lofps_4k_testnum_010,540,100.0,60,ref,31,31,0,0,[],[3.],1,5.8932,5.8932,5.942,5.942,0.669,5.658,6.129,5.942,5.942
fps_02_960x540_30_yuv420p.yuv_H264_0.5M,lofps_4k_testnum_010,540,0.5,30,H264,30,30,0,0,[],[3.],1,2.61,2.61,2.5979,2.5979,0.56,2.41,2.81,2.5979,2.5979
fps_02_960x540_60_yuv420p.yuv_H264_1M,lofps_4k_testnum_010,540,1.0,60,H264,30,28,2,0,"[5.0, 12.0]",[3.],1,3.485,3.38,3.4814,3.3722,0.471,3.205,3.555,3.3722,3.3722
fps_02_960x540_60_yuv420p.yuv_HEVC_0.3M,lofps_4k_testnum_010,540,0.3,60,HEVC,30,30,0,0,[],[3.],1,2.1363,2.1363,2.1055,2.1055,0.638,1.908,2.365,2.1055,2.1055
fps_02_960x540_60_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_010,540,0.5,60,HEVC,30,28,2,0,"[12.0, 26.0]",[3.],1,3.023,2.8825,3.0155,2.8693,0.655,2.64,3.125,2.8693,2.8693
fps_02_960x540_60_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_010,540,1.0,60,HEVC,30,30,0,0,[],[3.],1,3.5573,3.5573,3.5586,3.5586,0.589,3.347,3.768,3.5586,3.5586
3rd_02_3840x2160_30_yuv420p.yuv_AV1_50M,lofps_4k_testnum_010,2160,50.0,30,AV1,30,30,0,0,[],[3.],1,5.4823,5.4823,5.5259,5.5259,0.711,5.228,5.737,5.5259,5.5259
3rd_02_3840x2160_60_yuv420p.yuv_AV1_30M,lofps_4k_testnum_010,2160,30.0,60,AV1,30,29,0,1,[7.0],[3.],1,5.431,5.4945,5.4462,5.5125,0.625,5.267,5.722,5.5125,5.5125
3rd_02_3840x2160_60_yuv420p.yuv_H264_20M,lofps_4k_testnum_010,2160,20.0,60,H264,30,30,0,0,[],[3.],1,4.9947,4.9947,5.0214,5.0214,0.744,4.729,5.261,5.0214,5.0214
3rd_02_960x540_30_yuv420p.yuv_H264_0.75M,lofps_4k_testnum_010,540,0.75,30,H264,31,31,0,0,[],[3.],1,2.2735,2.2735,2.2623,2.2623,0.611,2.059,2.488,2.2623,2.2623
3rd_02_960x540_60_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_010,540,1.0,60,HEVC,32,32,0,0,[],[3.],1,2.4984,2.4984,2.4948,2.4948,0.481,2.332,2.665,2.4948,2.4948
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.1M,lofps_4k_testnum_010,720,0.1,30,AV1,30,30,0,0,[],[3.],1,2.2063,2.2063,2.2141,2.2141,0.681,1.963,2.45,2.2141,2.2141
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.2M,lofps_4k_testnum_010,720,0.2,30,AV1,30,30,0,0,[],[3.],1,2.8877,2.8877,2.9166,2.8425,0.759,2.616,3.159,2.8425,2.8425
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.5M,lofps_4k_testnum_010,720,0.5,30,AV1,30,30,0,0,[],[3.],1,3.7977,3.7977,3.8169,3.8169,0.758,3.526,4.069,3.8169,3.8169
3rd_03_1280x720_30_yuv420p.yuv_AV1_2M,lofps_4k_testnum_010,720,2.0,30,AV1,30,30,0,0,[],[3.],1,4.6073,4.6073,4.6376,4.6376,0.801,4.321,4.894,4.6376,4.6376
3rd_03_1280x720_60_yuv420p.yuv_HEVC_3M,lofps_4k_testnum_010,720,3.0,60,HEVC,30,30,0,0,[],[3.],1,4.4487,4.4487,4.4855,4.4855,0.796,4.164,4.734,4.4855,4.4855
3rd_03_1920x1080_30_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_010,1080,1.0,30,HEVC,30,29,1,0,[12.0],[3.],1,3.9377,3.8652,3.9376,3.8625,0.624,3.638,4.092,3.8625,3.8625
3rd_03_3840x2160_60_yuv420p.yuv_AV1_1M,lofps_4k_testnum_010,2160,1.0,60,AV1,31,31,0,0,[],[3.],1,3.8632,3.8632,3.9207,3.9207,0.758,3.596,4.13,3.9207,3.9207
3rd_03_3840x2160_60_yuv420p.yuv_AV1_5M,lofps_4k_testnum_010,2160,5.0,60,AV1,30,29,0,1,[3.0],[3.],1,5.8767,5.9459,5.9459,5.9459,0.478,5.772,6.12,5.9459,5.9459
3rd_03_60_540,lofps_4k_testnum_010,540,100.0,60,ref,30,30,0,0,[],[3.],1,5.6363,5.6363,5.6924,5.6924,0.698,5.387,5.886,5.6924,5.6924
3rd_03_960x540_30_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_010,540,2.0,30,HEVC,30,30,0,0,[],[3.],1,4.0193,4.0193,4.039,4.039,0.689,3.773,4.266,4.039,4.039
platformer_01_1280x720_60_yuv420p.yuv_HEVC_0.4M,lofps_4k_testnum_011,720,0.4,60,HEVC,30,28,0,2,"[10.0, 24.0]",[3.],1,2.575,2.67,2.5738,2.6722,0.436,2.509,2.831,2.6722,2.6722
platformer_01_1280x720_60_yuv420p.yuv_HEVC_0.7M,lofps_4k_testnum_011,720,0.7,60,HEVC,31,29,1,1,"[12.0, 24.0]",[3.],1,3.0661,3.059,3.0348,3.0248,0.577,2.849,3.269,3.0248,3.0248
platformer_01_1920x1080_30_yuv420p.yuv_H264_1.5M,lofps_4k_testnum_011,1080,1.5,30,H264,31,31,0,0,[],[3.],1,3.6803,3.6803,3.6857,3.6857,0.653,3.45,3.91,3.6857,3.6857
platformer_01_1920x1080_30_yuv420p.yuv_HEVC_0.3M,lofps_4k_testnum_011,1080,0.3,30,HEVC,31,29,1,1,"[12.0, 24.0]",[3.],1,2.7635,2.7403,2.7267,2.7,0.553,2.539,2.941,2.7,2.7
platformer_01_1920x1080_60_yuv420p.yuv_H264_2M,lofps_4k_testnum_011,1080,2.0,60,H264,30,29,1,0,[12.0],[3.],1,3.5177,3.4379,3.5128,3.5128,0.794,3.149,3.727,3.5128,3.5128
platformer_01_1920x1080_60_yuv420p.yuv_H264_4M,lofps_4k_testnum_011,1080,4.0,60,H264,31,31,0,0,[],[3.],1,4.4706,4.4706,4.4883,4.4883,1.027,4.109,4.832,4.4883,4.4883
platformer_01_30_1080,lofps_4k_testnum_011,1080,100.0,30,ref,30,29,0,1,[24.0],[3.],1,5.1487,5.2676,5.1928,5.3175,0.879,4.948,5.588,5.3175,5.3175
platformer_01_60_720,lofps_4k_testnum_011,720,100.0,60,ref,30,29,0,1,[24.0],[3.],1,4.9993,5.1059,5.0503,5.2389,0.807,4.812,5.4,5.2389,5.2389
platformer_01_960x540_30_yuv420p.yuv_H264_0.5M,lofps_4k_testnum_011,540,0.5,30,H264,30,28,1,1,"[12.0, 24.0]",[3.],1,2.9787,2.975,2.989,2.9859,0.551,2.771,3.179,2.9859,2.9859
platformer_01_960x540_30_yuv420p.yuv_HEVC_0.3M,lofps_4k_testnum_011,540,0.3,30,HEVC,30,30,0,0,[],[3.],1,2.491,2.491,2.4845,2.4845,0.648,2.259,2.723,2.4845,2.4845
fps_01_1280x720_30_yuv420p.yuv_AV1_0.2M,lofps_4k_testnum_011,720,0.2,30,AV1,30,30,0,0,[],[3.],1,2.3323,2.3323,2.3276,2.3276,0.714,2.077,2.588,2.3276,2.3276
fps_01_1280x720_30_yuv420p.yuv_AV1_0.75M,lofps_4k_testnum_011,720,0.75,30,AV1,30,28,2,0,"[5.0, 12.0]",[3.],1,3.5317,3.3825,3.5803,3.4293,0.671,3.134,3.631,3.4293,3.4293
fps_01_1920x1080_60_yuv420p.yuv_H264_10M,lofps_4k_testnum_011,1080,10.0,60,H264,30,30,0,0,[],[3.],1,5.2653,5.2653,5.2893,5.2893,0.869,4.954,5.576,5.2893,5.2893
fps_01_1920x1080_60_yuv420p.yuv_H264_4M,lofps_4k_testnum_011,1080,4.0,60,H264,30,30,0,0,[],[3.],1,4.129,4.129,4.15,4.15,0.874,3.816,4.442,4.15,4.15
fps_01_60_1080,lofps_4k_testnum_011,1080,100.0,60,ref,31,31,0,0,[],[3.],1,6.0355,6.0355,6.0867,6.0867,0.683,5.795,6.276,6.0867,6.0867
sports_01_1280x720_30_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_011,720,0.5,30,HEVC,30,29,1,0,[12.0],[3.],1,3.2983,3.2159,3.3148,3.23,0.479,3.042,3.39,3.23,3.23
sports_01_1920x1080_30_yuv420p.yuv_H264_1M,lofps_4k_testnum_011,1080,1.0,30,H264,30,30,0,0,[],[3.],1,3.807,3.807,3.8603,3.8603,0.869,3.496,4.118,3.8603,3.8603
sports_01_1920x1080_60_yuv420p.yuv_AV1_2M,lofps_4k_testnum_011,1080,2.0,60,AV1,31,29,0,2,"[7.0, 25.0]",[3.],1,4.6287,4.7703,4.6353,4.7245,0.577,4.56,4.98,4.7245,4.7245
sports_01_1920x1080_60_yuv420p.yuv_H264_1M,lofps_4k_testnum_011,1080,1.0,60,H264,30,29,1,0,[12.0],[3.],1,3.3613,3.3003,3.3655,3.3025,0.615,3.076,3.524,3.3025,3.3025
sports_01_30_720,lofps_4k_testnum_011,720,100.0,30,ref,31,31,0,0,[],[3.],1,4.5181,4.5181,4.514,4.514,0.823,4.229,4.808,4.514,4.514
sports_01_3840x2160_30_yuv420p.yuv_AV1_0.1M,lofps_4k_testnum_011,2160,0.1,30,AV1,30,29,1,0,[12.0],[3.],1,2.2623,2.2069,2.2262,2.1675,0.597,1.989,2.424,2.1675,2.1675
sports_01_3840x2160_30_yuv420p.yuv_HEVC_0.2M,lofps_4k_testnum_011,2160,0.2,30,HEVC,31,31,0,0,[],[3.],1,3.0006,3.0006,2.9927,2.9927,0.604,2.788,3.213,2.9927,2.9927
sports_01_60_2160,lofps_4k_testnum_011,2160,100.0,60,ref,30,27,0,3,"[3.0, 4.0, 24.0]",[3.],1,6.1053,6.263,6.1679,6.263,0.461,6.089,6.437,6.263,6.263
sports_01_960x540_30_yuv420p.yuv_H264_0.1M,lofps_4k_testnum_011,540,0.1,30,H264,31,30,1,0,[3.0],[3.],1,1.4561,1.3547,1.3547,1.3547,0.369,1.223,1.487,1.3547,1.3547
sports_01_960x540_60_yuv420p.yuv_H264_1M,lofps_4k_testnum_011,540,1.0,60,H264,30,30,0,0,[],[3.],1,3.3987,3.3987,3.4114,3.4114,0.592,3.187,3.611,3.4114,3.4114
3rd_01_3840x2160_30_yuv420p.yuv_AV1_0.3M,lofps_4k_testnum_011,2160,0.3,30,AV1,30,27,3,0,"[4.0, 5.0, 12.0]",[3.],1,3.4477,3.2141,3.4572,3.2158,0.447,3.045,3.383,3.2158,3.2158
3rd_01_3840x2160_30_yuv420p.yuv_AV1_10M,lofps_4k_testnum_011,2160,10.0,30,AV1,30,29,0,1,[3.0],[3.],1,5.8627,5.9772,5.9772,5.9772,0.766,5.699,6.256,5.9772,5.9772
3rd_01_3840x2160_60_yuv420p.yuv_HEVC_10M,lofps_4k_testnum_011,2160,10.0,60,HEVC,30,30,0,0,[],[3.],1,5.949,5.949,5.9941,5.9941,0.618,5.728,6.17,5.9941,5.9941
3rd_01_960x540_60_yuv420p.yuv_H264_0.3M,lofps_4k_testnum_011,540,0.3,60,H264,30,29,1,0,[25.0],[3.],1,1.5133,1.4562,1.5262,1.4675,0.451,1.292,1.62,1.4675,1.4675
3rd_01_960x540_60_yuv420p.yuv_H264_2M,lofps_4k_testnum_011,540,2.0,60,H264,30,25,3,2,"[1.0, 5.0, 12.0, 15.0, 23.0]",[3.],1,3.751,3.6628,3.7469,3.603,0.544,3.45,3.876,3.603,3.603
racing_01_1280x720_30_yuv420p.yuv_HEVC_5M,lofps_4k_testnum_011,720,5.0,30,HEVC,30,30,0,0,[],[3.],1,4.0007,4.0007,4.0269,4.0269,0.692,3.753,4.248,4.0269,4.0269
racing_01_1920x1080_60_yuv420p.yuv_AV1_10M,lofps_4k_testnum_011,1080,10.0,60,AV1,30,30,0,0,[],[3.],1,4.556,4.556,4.6038,4.6038,0.907,4.232,4.88,4.6038,4.6038
racing_01_1920x1080_60_yuv420p.yuv_AV1_30M,lofps_4k_testnum_011,1080,30.0,60,AV1,31,31,0,0,[],[3.],1,4.841,4.841,4.8827,4.8827,0.839,4.546,5.136,4.8827,4.8827
racing_01_3840x2160_30_yuv420p.yuv_AV1_5M,lofps_4k_testnum_011,2160,5.0,30,AV1,31,31,0,0,[],[3.],1,4.1206,4.1206,4.143,4.143,0.712,3.87,4.371,4.143,4.143
racing_01_3840x2160_60_yuv420p.yuv_AV1_20M,lofps_4k_testnum_011,2160,20.0,60,AV1,30,28,1,1,"[1.0, 12.0]",[3.],1,5.2747,5.285,5.3038,5.3167,0.554,5.08,5.49,5.3167,5.3167
isometric_01_1920x1080_30_yuv420p.yuv_H264_1M,lofps_4k_testnum_011,1080,1.0,30,H264,30,28,2,0,"[11.0, 12.0]",[3.],1,2.9647,2.835,2.9528,2.8174,0.541,2.635,3.035,2.8174,2.8174
isometric_01_1920x1080_30_yuv420p.yuv_H264_5M,lofps_4k_testnum_011,1080,5.0,30,H264,30,30,0,0,[],[3.],1,4.8313,4.8313,4.8741,4.8,0.849,4.528,5.135,4.8,4.8
isometric_01_1920x1080_30_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_011,1080,2.0,30,HEVC,30,30,0,0,[],[3.],1,4.2643,4.2643,4.29,4.37,0.85,3.96,4.569,4.37,4.37
isometric_01_1920x1080_60_yuv420p.yuv_AV1_2M,lofps_4k_testnum_011,1080,2.0,60,AV1,30,30,0,0,[],[3.],1,4.5677,4.5677,4.6038,4.6038,0.874,4.255,4.881,4.6038,4.6038
isometric_01_30_1080,lofps_4k_testnum_011,1080,100.0,30,ref,30,29,0,1,[16.0],[3.],1,5.6177,5.6852,5.6731,5.745,0.803,5.393,5.977,5.745,5.745
isometric_01_3840x2160_30_yuv420p.yuv_AV1_20M,lofps_4k_testnum_011,2160,20.0,30,AV1,30,29,0,1,[24.0],[3.],1,6.033,6.1269,6.0859,6.185,0.694,5.874,6.38,6.185,6.185
isometric_01_3840x2160_60_yuv420p.yuv_HEVC_10M,lofps_4k_testnum_011,2160,10.0,60,HEVC,31,31,0,0,[],[3.],1,5.7916,5.7916,5.809,5.809,0.453,5.632,5.951,5.809,5.809
isometric_01_960x540_30_yuv420p.yuv_HEVC_0.3M,lofps_4k_testnum_011,540,0.3,30,HEVC,31,30,0,1,[10.0],[3.],1,2.0703,2.106,2.0617,2.0983,0.345,1.983,2.229,2.0983,2.0983
isometric_01_960x540_60_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_011,540,0.5,60,HEVC,30,28,2,0,"[12.0, 15.0]",[3.],1,2.568,2.435,2.5376,2.3974,0.554,2.23,2.64,2.3974,2.3974
isometric_01_960x540_60_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_011,540,2.0,60,HEVC,30,29,1,0,[12.0],[3.],1,3.569,3.5103,3.5634,3.5025,0.62,3.285,3.736,3.5025,3.5025
rts_01_1920x1080_30_yuv420p.yuv_H264_0.49M,lofps_4k_testnum_011,1080,0.49,30,H264,30,29,1,0,[12.0],[3.],1,3.184,3.1145,3.1966,3.125,0.655,2.876,3.353,3.125,3.125
rts_01_1920x1080_30_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_011,1080,2.0,30,HEVC,30,28,0,2,"[6.0, 24.0]",[3.],1,4.9247,5.065,4.9707,5.1892,0.843,4.753,5.377,5.1892,5.1892
rts_01_3840x2160_30_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_011,2160,2.0,30,HEVC,30,28,0,2,"[3.0, 10.0]",[3.],1,5.1977,5.3525,5.27,5.3525,0.735,5.08,5.625,5.3525,5.3525
rts_01_3840x2160_60_yuv420p.yuv_H264_3.8M,lofps_4k_testnum_011,2160,3.8,60,H264,30,30,0,0,[],[3.],1,3.7603,3.7603,3.7662,3.7662,0.813,3.469,4.051,3.7662,3.7662
rts_01_960x540_30_yuv420p.yuv_H264_0.13M,lofps_4k_testnum_011,540,0.13,30,H264,31,30,1,0,[4.0],[3.],1,1.9552,1.9077,1.939,1.8875,0.547,1.712,2.103,1.8875,1.8875
racing_02_1280x720_60_yuv420p.yuv_AV1_1M,lofps_4k_testnum_011,720,1.0,60,AV1,30,29,1,0,[12.0],[3.],1,3.2797,3.2086,3.2834,3.21,0.373,3.073,3.344,3.21,3.21
racing_02_1280x720_60_yuv420p.yuv_AV1_2M,lofps_4k_testnum_011,720,2.0,60,AV1,31,31,0,0,[],[3.],1,3.9355,3.9355,3.9143,3.9143,0.627,3.715,4.156,3.9143,3.9143
racing_02_1280x720_60_yuv420p.yuv_HEVC_5M,lofps_4k_testnum_011,720,5.0,60,HEVC,30,28,0,2,"[3.0, 24.0]",[3.],1,4.206,4.365,4.2876,4.365,0.733,4.094,4.636,4.365,4.365
racing_02_1920x1080_30_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_011,1080,1.0,30,HEVC,31,31,0,0,[],[3.],1,3.0435,3.0435,3.051,3.051,0.644,2.817,3.27,3.051,3.051
racing_02_1920x1080_30_yuv420p.yuv_HEVC_5M,lofps_4k_testnum_011,1080,5.0,30,HEVC,31,31,0,0,[],[3.],1,4.6513,4.6513,4.6797,4.6797,0.722,4.397,4.906,4.6797,4.6797
