PVS,dataset,resolution,bitrate,fps,codec,N_raw,N_clean,max_removed,min_removed,outlier_IDs,users_removed,n_users_removed,MOS_raw,MOS_iqr,MOS_corr,MOS_corr_iqr,MOS_std,MOS_ci_low,MOS_ci_high,MOS,MOS_aligned
card_01_960x540_120_yuv420p.yuv_HEVC_0.2M,hifps_120_testnum_004,540,0.2,120,HEVC,25,25,0,0,[],[1.],1,2.2488,2.2488,2.295,2.295,0.698,1.975,2.522,2.295,2.295
card_01_960x540_30_yuv420p.yuv_H264_0.35M,hifps_120_testnum_004,540,0.35,30,H264,25,24,1,0,[11.0],[1.],1,3.0776,3.0038,3.0796,3.0796,0.754,2.702,3.305,3.0796,3.0796
card_01_960x540_30_yuv420p.yuv_H264_1M,hifps_120_testnum_004,540,1.0,30,H264,25,25,0,0,[],[1.],1,4.122,4.122,4.1296,4.1296,0.702,3.847,4.397,4.1296,4.1296
card_01_960x540_30_yuv420p.yuv_HEVC_1M,hifps_120_testnum_004,540,1.0,30,HEVC,25,23,2,0,"[11.0, 17.0]",[1.],1,4.2452,4.08,4.2608,4.1713,0.745,3.776,4.384,4.1713,4.1713
card_01_960x540_60_yuv420p.yuv_HEVC_0.1M,hifps_120_testnum_004,540,0.1,60,HEVC,25,25,0,0,[],[1.],1,1.8904,1.8904,1.9275,1.9275,0.76,1.593,2.188,1.9275,1.9275
fps_02_120_540,hifps_120_testnum_004,540,100.0,120,ref,25,25,0,0,[],[1.],1,5.8552,5.8552,5.9,5.9,0.785,5.547,6.163,5.9,5.9
fps_02_1920x1080_120_yuv420p.yuv_H264_3M,hifps_120_testnum_004,1080,3.0,120,H264,25,25,0,0,[],[1.],1,3.6432,3.6432,3.695,3.695,0.976,3.261,4.026,3.695,3.695
fps_02_1920x1080_120_yuv420p.yuv_HEVC_1.6M,hifps_120_testnum_004,1080,1.6,120,HEVC,25,24,0,1,[6.0],[1.],1,4.0996,4.1967,4.1062,4.2078,0.722,3.908,4.486,4.2078,4.2078
fps_02_960x540_60_yuv420p.yuv_HEVC_0.5M,hifps_120_testnum_004,540,0.5,60,HEVC,26,26,0,0,[],[1.],1,2.9412,2.9412,2.9376,2.9376,0.752,2.652,3.23,2.9376,2.9376
3rd_02_1280x720_120_yuv420p.yuv_HEVC_1M,hifps_120_testnum_004,720,1.0,120,HEVC,26,26,0,0,[],[1.],1,2.2762,2.2762,2.3216,2.3216,0.768,1.981,2.571,2.3216,2.3216
3rd_02_1280x720_60_yuv420p.yuv_HEVC_10M,hifps_120_testnum_004,720,10.0,60,HEVC,26,26,0,0,[],[1.],1,3.8781,3.8781,3.912,3.912,0.68,3.617,4.14,3.912,3.912
3rd_02_960x540_120_yuv420p.yuv_HEVC_20M,hifps_120_testnum_004,540,20.0,120,HEVC,25,24,1,0,[5.0],[1.],1,3.548,3.4733,3.5433,3.4652,0.656,3.211,3.736,3.4652,3.4652
3rd_02_960x540_30_yuv420p.yuv_H264_0.75M,hifps_120_testnum_004,540,0.75,30,H264,25,25,0,0,[],[1.],1,2.3468,2.3468,2.3183,2.3183,0.937,1.979,2.714,2.3183,2.3183
3rd_03_1280x720_120_yuv420p.yuv_HEVC_0.5M,hifps_120_testnum_004,720,0.5,120,HEVC,25,25,0,0,[],[1.],1,2.4056,2.4056,2.3796,2.3796,0.863,2.067,2.744,2.3796,2.3796
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.1M,hifps_120_testnum_004,720,0.1,30,AV1,25,24,1,0,[1.0],[1.],1,2.1928,2.12,2.12,2.12,0.709,1.836,2.404,2.12,2.12
3rd_03_1280x720_30_yuv420p.yuv_HEVC_3M,hifps_120_testnum_004,720,3.0,30,HEVC,25,24,0,1,[1.0],[1.],1,4.8584,4.9754,4.9754,4.9754,0.805,4.653,5.297,4.9754,4.9754
3rd_03_1280x720_60_yuv420p.yuv_AV1_0.2M,hifps_120_testnum_004,720,0.2,60,AV1,25,25,0,0,[],[1.],1,2.624,2.624,2.6012,2.6012,0.82,2.303,2.945,2.6012,2.6012
3rd_03_1920x1080_120_yuv420p.yuv_H264_2M,hifps_120_testnum_004,1080,2.0,120,H264,25,25,0,0,[],[1.],1,3.7188,3.7188,3.7475,3.7475,0.942,3.349,4.088,3.7475,3.7475
3rd_03_1920x1080_120_yuv420p.yuv_H264_5M,hifps_120_testnum_004,1080,5.0,120,H264,25,25,0,0,[],[1.],1,5.1804,5.1804,5.2058,5.2058,0.935,4.814,5.547,5.2058,5.2058
3rd_03_1920x1080_120_yuv420p.yuv_HEVC_1.8M,hifps_120_testnum_004,1080,1.8,120,HEVC,25,24,1,0,[16.0],[1.],1,3.4332,3.3538,3.4354,3.3526,0.727,3.063,3.645,3.3526,3.3526
3rd_03_60_720,hifps_120_testnum_004,720,100.0,60,ref,25,23,1,1,"[1.0, 17.0]",[1.],1,5.102,5.1178,5.1883,5.1883,0.64,4.856,5.379,5.1883,5.1883
3rd_03_960x540_30_yuv420p.yuv_HEVC_0.15M,hifps_120_testnum_004,540,0.15,30,HEVC,26,25,1,0,[1.0],[1.],1,1.6838,1.574,1.574,1.574,0.653,1.318,1.83,1.574,1.574
3rd_03_960x540_60_yuv420p.yuv_H264_0.3M,hifps_120_testnum_004,540,0.3,60,H264,25,25,0,0,[],[1.],1,2.0192,2.0192,1.9742,1.9222,0.639,1.769,2.27,1.9222,1.9222
platformer_01_1920x1080_30_yuv420p.yuv_HEVC_0.75M,lofps_4k_testnum_005,1080,0.75,30,HEVC,29,29,0,0,[],[ 3. 25.],2,3.4017,3.4017,3.3359,3.3359,0.754,3.127,3.676,3.3359,3.3359
platformer_01_1920x1080_60_yuv420p.yuv_H264_4M,lofps_4k_testnum_005,1080,4.0,60,H264,29,28,0,1,[2.0],[ 3. 25.],2,4.7679,4.84,4.7593,4.8365,0.728,4.57,5.11,4.8365,4.8365
platformer_01_3840x2160_30_yuv420p.yuv_AV1_1M,lofps_4k_testnum_005,2160,1.0,30,AV1,29,29,0,0,[],[ 3. 25.],2,4.3914,4.3914,4.3781,4.3781,0.918,4.057,4.725,4.3781,4.3781
platformer_01_3840x2160_30_yuv420p.yuv_HEVC_5M,lofps_4k_testnum_005,2160,5.0,30,HEVC,29,29,0,0,[],[ 3. 25.],2,4.6521,4.6521,4.6607,4.7423,0.877,4.333,4.971,4.7423,4.7423
platformer_01_3840x2160_60_yuv420p.yuv_AV1_2M,lofps_4k_testnum_005,2160,2.0,60,AV1,29,29,0,0,[],[ 3. 25.],2,5.0407,5.0407,5.1274,5.1274,0.767,4.762,5.32,5.1274,5.1274
platformer_01_3840x2160_60_yuv420p.yuv_H264_6M,lofps_4k_testnum_005,2160,6.0,60,H264,29,29,0,0,[],[ 3. 25.],2,4.1934,4.1934,4.1733,4.1733,1.016,3.824,4.563,4.1733,4.1733
platformer_01_60_1080,lofps_4k_testnum_005,1080,100.0,60,ref,29,27,0,2,"[13.0, 21.0]",[ 3. 25.],2,4.9707,5.1144,4.9459,4.9459,0.742,4.835,5.394,4.9459,4.9459
platformer_01_960x540_30_yuv420p.yuv_H264_0.75M,lofps_4k_testnum_005,540,0.75,30,H264,29,29,0,0,[],[ 3. 25.],2,3.5586,3.5586,3.4993,3.4993,0.787,3.272,3.845,3.4993,3.4993
platformer_01_960x540_60_yuv420p.yuv_H264_0.75M,lofps_4k_testnum_005,540,0.75,60,H264,29,29,0,0,[],[ 3. 25.],2,3.0445,3.0445,2.9419,2.9419,0.767,2.765,3.324,2.9419,2.9419
platformer_01_960x540_60_yuv420p.yuv_H264_2M,lofps_4k_testnum_005,540,2.0,60,H264,29,29,0,0,[],[ 3. 25.],2,4.1524,4.1524,4.1085,4.1085,0.829,3.851,4.454,4.1085,4.1085
fps_01_1280x720_30_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_005,720,0.5,30,HEVC,29,27,2,0,"[10.0, 25.0]",[ 3. 25.],2,2.919,2.8096,2.903,2.8956,0.606,2.581,3.038,2.8956,2.8956
fps_01_1920x1080_30_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_005,1080,1.0,30,HEVC,29,29,0,0,[],[ 3. 25.],2,3.7734,3.7734,3.7093,3.5284,1.002,3.409,4.138,3.5284,3.5284
fps_01_1920x1080_30_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_005,1080,2.0,30,HEVC,29,29,0,0,[],[ 3. 25.],2,4.3793,4.3793,4.443,4.443,0.923,4.044,4.715,4.443,4.443
fps_01_30_2160,lofps_4k_testnum_005,2160,100.0,30,ref,29,29,0,0,[],[ 3. 25.],2,5.5186,5.5186,5.5526,5.5526,0.864,5.204,5.833,5.5526,5.5526
fps_01_30_540,lofps_4k_testnum_005,540,100.0,30,ref,29,29,0,0,[],[ 3. 25.],2,5.1879,5.1879,5.2881,5.2881,1.145,4.771,5.605,5.2881,5.2881
fps_01_3840x2160_30_yuv420p.yuv_AV1_10M,lofps_4k_testnum_005,2160,10.0,30,AV1,29,29,0,0,[],[ 3. 25.],2,5.4559,5.4559,5.4281,5.4281,0.905,5.126,5.785,5.4281,5.4281
fps_01_60_1080,lofps_4k_testnum_005,1080,100.0,60,ref,29,29,0,0,[],[ 3. 25.],2,5.5838,5.5838,5.6693,5.6693,0.757,5.308,5.859,5.6693,5.6693
fps_01_60_540,lofps_4k_testnum_005,540,100.0,60,ref,29,28,0,1,[25.0],[ 3. 25.],2,5.7334,5.815,5.7885,5.7885,0.602,5.592,6.038,5.7885,5.7885
fps_01_960x540_30_yuv420p.yuv_H264_0.75M,lofps_4k_testnum_005,540,0.75,30,H264,29,29,0,0,[],[ 3. 25.],2,2.9745,2.9745,2.8693,2.8693,0.801,2.683,3.266,2.8693,2.8693
fps_01_960x540_60_yuv420p.yuv_H264_0.5M,lofps_4k_testnum_005,540,0.5,60,H264,29,29,0,0,[],[ 3. 25.],2,2.0041,2.0041,1.9333,1.9333,0.815,1.708,2.301,1.9333,1.9333
sports_01_1920x1080_30_yuv420p.yuv_HEVC_0.1M,lofps_4k_testnum_005,1080,0.1,30,HEVC,29,28,1,0,[18.0],[ 3. 25.],2,2.0572,1.975,1.9593,1.8669,0.761,1.693,2.257,1.8669,1.8669
sports_01_1920x1080_60_yuv420p.yuv_H264_1M,lofps_4k_testnum_005,1080,1.0,60,H264,29,29,0,0,[],[ 3. 25.],2,3.9352,3.9352,3.9322,3.9322,0.801,3.644,4.227,3.9322,3.9322
sports_01_30_540,lofps_4k_testnum_005,540,100.0,30,ref,29,29,0,0,[],[ 3. 25.],2,5.4655,5.4655,5.5007,5.5007,0.875,5.147,5.784,5.5007,5.5007
sports_01_960x540_30_yuv420p.yuv_H264_0.5M,lofps_4k_testnum_005,540,0.5,30,H264,29,29,0,0,[],[ 3. 25.],2,3.6141,3.6141,3.5433,3.5433,0.942,3.271,3.957,3.5433,3.5433
sports_01_960x540_60_yuv420p.yuv_H264_0.1M,lofps_4k_testnum_005,540,0.1,60,H264,29,28,1,0,[3.0],[ 3. 25.],2,1.5986,1.4875,1.4641,1.4092,0.626,1.256,1.719,1.4092,1.4092
3rd_01_1920x1080_60_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_005,1080,2.0,60,HEVC,29,29,0,0,[],[ 3. 25.],2,4.2079,4.2079,4.1137,4.1137,1.059,3.822,4.593,4.1137,4.1137
3rd_01_3840x2160_60_yuv420p.yuv_H264_30M,lofps_4k_testnum_005,2160,30.0,60,H264,29,29,0,0,[],[ 3. 25.],2,5.9628,5.9628,6.0504,6.0504,0.868,5.647,6.279,6.0504,6.0504
3rd_01_960x540_30_yuv420p.yuv_H264_1M,lofps_4k_testnum_005,540,1.0,30,H264,29,29,0,0,[],[ 3. 25.],2,3.6166,3.6166,3.5122,3.5122,0.937,3.276,3.958,3.5122,3.5122
3rd_01_960x540_60_yuv420p.yuv_H264_0.3M,lofps_4k_testnum_005,540,0.3,60,H264,29,27,2,0,"[18.0, 25.0]",[ 3. 25.],2,1.6469,1.4848,1.5652,1.35,0.515,1.291,1.679,1.35,1.35
3rd_01_960x540_60_yuv420p.yuv_HEVC_0.7M,lofps_4k_testnum_005,540,0.7,60,HEVC,29,29,0,0,[],[ 3. 25.],2,3.0083,3.0083,2.9211,2.9211,0.741,2.738,3.278,2.9211,2.9211
racing_01_1280x720_30_yuv420p.yuv_AV1_5M,lofps_4k_testnum_005,720,5.0,30,AV1,29,29,0,0,[],[ 3. 25.],2,4.4662,4.4662,4.4144,4.4144,0.737,4.198,4.734,4.4144,4.4144
racing_01_1280x720_30_yuv420p.yuv_HEVC_5M,lofps_4k_testnum_005,720,5.0,30,HEVC,29,29,0,0,[],[ 3. 25.],2,4.4397,4.4397,4.4093,4.4093,0.924,4.103,4.776,4.4093,4.4093
racing_01_1280x720_60_yuv420p.yuv_AV1_1M,lofps_4k_testnum_005,720,1.0,60,AV1,29,28,1,0,[10.0],[ 3. 25.],2,2.8079,2.7225,2.7733,2.68,0.686,2.469,2.976,2.68,2.68
racing_01_1920x1080_30_yuv420p.yuv_HEVC_20M,lofps_4k_testnum_005,1080,20.0,30,HEVC,29,28,0,1,[23.0],[ 3. 25.],2,5.1614,5.235,5.1559,5.1559,0.752,4.956,5.514,5.1559,5.1559
racing_01_1920x1080_60_yuv420p.yuv_HEVC_3M,lofps_4k_testnum_005,1080,3.0,60,HEVC,29,29,0,0,[],[ 3. 25.],2,3.9931,3.9931,4.0022,4.0022,0.565,3.788,4.199,4.0022,4.0022
isometric_01_1280x720_30_yuv420p.yuv_AV1_0.4M,lofps_4k_testnum_005,720,0.4,30,AV1,29,26,2,1,"[2.0, 10.0, 29.0]",[ 3. 25.],2,3.1603,3.0812,3.1311,3.0417,0.482,2.896,3.266,3.0417,3.0417
isometric_01_1920x1080_60_yuv420p.yuv_AV1_2M,lofps_4k_testnum_005,1080,2.0,60,AV1,29,29,0,0,[],[ 3. 25.],2,4.7052,4.7052,4.7385,4.7385,0.771,4.425,4.986,4.7385,4.7385
isometric_01_1920x1080_60_yuv420p.yuv_HEVC_3M,lofps_4k_testnum_005,1080,3.0,60,HEVC,29,29,0,0,[],[ 3. 25.],2,4.8041,4.8041,4.8578,4.8578,0.672,4.56,5.049,4.8578,4.8578
isometric_01_3840x2160_60_yuv420p.yuv_AV1_5M,lofps_4k_testnum_005,2160,5.0,60,AV1,29,28,0,1,[3.0],[ 3. 25.],2,5.4848,5.5875,5.6252,5.7008,0.766,5.304,5.871,5.7008,5.7008
isometric_01_3840x2160_60_yuv420p.yuv_HEVC_30M,lofps_4k_testnum_005,2160,30.0,60,HEVC,29,29,0,0,[],[ 3. 25.],2,6.1197,6.1197,6.1515,6.1515,0.722,5.857,6.383,6.1515,6.1515
rts_01_1280x720_30_yuv420p.yuv_AV1_0.1M,lofps_4k_testnum_005,720,0.1,30,AV1,29,28,0,1,[28.0],[ 3. 25.],2,2.9721,3.0425,2.9289,2.9289,0.821,2.738,3.347,2.9289,2.9289
rts_01_1280x720_30_yuv420p.yuv_AV1_1M,lofps_4k_testnum_005,720,1.0,30,AV1,29,29,0,0,[],[ 3. 25.],2,4.5917,4.5917,4.513,4.513,0.846,4.284,4.9,4.513,4.513
rts_01_1280x720_60_yuv420p.yuv_HEVC_0.16M,lofps_4k_testnum_005,720,0.16,60,HEVC,29,28,1,0,[3.0],[ 3. 25.],2,2.5328,2.4525,2.4259,2.4259,0.682,2.2,2.705,2.4259,2.4259
rts_01_1920x1080_30_yuv420p.yuv_H264_0.49M,lofps_4k_testnum_005,1080,0.49,30,H264,30,29,1,0,[8.0],[ 3. 25.],2,3.366,3.2931,3.31,3.2296,0.709,3.035,3.551,3.2296,3.2296
rts_01_1920x1080_30_yuv420p.yuv_H264_0.75M,lofps_4k_testnum_005,1080,0.75,30,H264,29,28,0,1,[28.0],[ 3. 25.],2,3.9859,4.07,3.9374,3.9484,0.728,3.8,4.34,3.9484,3.9484
rts_01_1920x1080_30_yuv420p.yuv_HEVC_0.3M,lofps_4k_testnum_005,1080,0.3,30,HEVC,29,29,0,0,[],[ 3. 25.],2,2.9866,2.9866,2.9263,2.9263,0.569,2.779,3.194,2.9263,2.9263
rts_01_1920x1080_60_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_005,1080,1.0,60,HEVC,29,27,1,1,"[3.0, 28.0]",[ 3. 25.],2,4.1331,4.137,4.1007,4.1662,0.619,3.904,4.37,4.1662,4.1662
rts_01_3840x2160_30_yuv420p.yuv_AV1_0.3M,lofps_4k_testnum_005,2160,0.3,30,AV1,30,30,0,0,[],[ 3. 25.],2,3.877,3.877,3.865,3.865,0.675,3.635,4.119,3.865,3.865
rts_01_3840x2160_30_yuv420p.yuv_AV1_0.5M,lofps_4k_testnum_005,2160,0.5,30,AV1,29,29,0,0,[],[ 3. 25.],2,4.4179,4.4179,4.417,4.417,0.969,4.065,4.77,4.417,4.417
rts_01_3840x2160_60_yuv420p.yuv_HEVC_4M,lofps_4k_testnum_005,2160,4.0,60,HEVC,29,28,0,1,[3.0],[ 3. 25.],2,5.4148,5.5025,5.5111,5.5111,0.871,5.18,5.825,5.5111,5.5111
racing_02_1280x720_30_yuv420p.yuv_AV1_0.3M,lofps_4k_testnum_005,720,0.3,30,AV1,29,28,1,0,[25.0],[ 3. 25.],2,2.6197,2.515,2.4648,2.4648,0.727,2.246,2.784,2.4648,2.4648
racing_02_1920x1080_30_yuv420p.yuv_HEVC_5M,lofps_4k_testnum_005,1080,5.0,30,HEVC,29,29,0,0,[],[ 3. 25.],2,4.611,4.611,4.5933,4.5933,1.047,4.23,4.992,4.5933,4.5933
racing_02_3840x2160_30_yuv420p.yuv_AV1_20M,lofps_4k_testnum_005,2160,20.0,30,AV1,29,29,0,0,[],[ 3. 25.],2,5.62,5.62,5.6226,5.6226,0.919,5.286,5.954,5.6226,5.6226
racing_02_3840x2160_30_yuv420p.yuv_HEVC_3M,lofps_4k_testnum_005,2160,3.0,30,HEVC,29,29,0,0,[],[ 3. 25.],2,4.249,4.249,4.1681,4.1681,0.896,3.923,4.575,4.1681,4.1681
racing_02_3840x2160_60_yuv420p.yuv_AV1_3M,lofps_4k_testnum_005,2160,3.0,60,AV1,29,29,0,0,[],[ 3. 25.],2,4.261,4.261,4.1707,4.1707,0.845,3.953,4.569,4.1707,4.1707
racing_02_3840x2160_60_yuv420p.yuv_H264_40M,lofps_4k_testnum_005,2160,40.0,60,H264,29,29,0,0,[],[ 3. 25.],2,5.9555,5.9555,5.9648,5.9648,0.65,5.719,6.192,5.9648,5.9648
racing_02_3840x2160_60_yuv420p.yuv_HEVC_10M,lofps_4k_testnum_005,2160,10.0,60,HEVC,29,29,0,0,[],[ 3. 25.],2,5.4341,5.4341,5.4126,5.4126,0.903,5.105,5.763,5.4126,5.4126
racing_02_60_2160,lofps_4k_testnum_005,2160,100.0,60,ref,29,28,0,1,[7.0],[ 3. 25.],2,5.8131,5.9,5.8041,5.8973,0.772,5.614,6.186,5.8973,5.8973
racing_02_960x540_30_yuv420p.yuv_H264_2M,lofps_4k_testnum_005,540,2.0,30,H264,30,30,0,0,[],[ 3. 25.],2,3.7743,3.7743,3.705,3.705,0.702,3.523,4.025,3.705,3.705
racing_02_960x540_30_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_005,540,2.0,30,HEVC,30,30,0,0,[],[ 3. 25.],2,3.7767,3.7767,3.665,3.665,0.751,3.508,4.045,3.665,3.665
card_01_1280x720_30_yuv420p.yuv_AV1_0.1M,lofps_4k_testnum_005,720,0.1,30,AV1,29,27,2,0,"[22.0, 29.0]",[ 3. 25.],2,3.2159,3.087,3.1752,2.9775,0.561,2.876,3.298,2.9775,2.9775
card_01_1280x720_60_yuv420p.yuv_AV1_0.05M,lofps_4k_testnum_005,720,0.05,60,AV1,30,30,0,0,[],[ 3. 25.],2,2.0687,2.0687,2.0125,2.0125,0.786,1.787,2.35,2.0125,2.0125
card_01_1280x720_60_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_005,720,0.5,60,HEVC,29,29,0,0,[],[ 3. 25.],2,3.6938,3.6938,3.6548,3.6548,0.655,3.456,3.932,3.6548,3.6548
card_01_1280x720_60_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_005,720,2.0,60,HEVC,29,29,0,0,[],[ 3. 25.],2,4.9248,4.9248,4.9511,4.9511,0.72,4.663,5.187,4.9511,4.9511
card_01_1920x1080_30_yuv420p.yuv_H264_0.3M,lofps_4k_testnum_005,1080,0.3,30,H264,29,26,2,1,"[14.0, 16.0, 22.0]",[ 3. 25.],2,3.2255,3.1727,3.2219,3.2316,0.579,2.95,3.395,3.2316,3.2316
card_01_1920x1080_60_yuv420p.yuv_AV1_0.4M,lofps_4k_testnum_005,1080,0.4,60,AV1,29,29,0,0,[],[ 3. 25.],2,4.6859,4.6859,4.6763,4.6763,0.784,4.4,4.971,4.6763,4.6763
card_01_1920x1080_60_yuv420p.yuv_H264_4M,lofps_4k_testnum_005,1080,4.0,60,H264,29,27,0,2,"[3.0, 25.0]",[ 3. 25.],2,5.299,5.4437,5.4437,5.4437,0.684,5.186,5.702,5.4437,5.4437
card_01_3840x2160_30_yuv420p.yuv_AV1_1M,lofps_4k_testnum_005,2160,1.0,30,AV1,29,29,0,0,[],[ 3. 25.],2,5.62,5.62,5.6874,5.6874,0.702,5.364,5.876,5.6874,5.6874
card_01_3840x2160_60_yuv420p.yuv_H264_10M,lofps_4k_testnum_005,2160,10.0,60,H264,29,29,0,0,[],[ 3. 25.],2,5.9386,5.9386,6.0296,6.0296,0.792,5.65,6.227,6.0296,6.0296
card_01_3840x2160_60_yuv420p.yuv_H264_2M,lofps_4k_testnum_005,2160,2.0,60,H264,29,28,1,0,[22.0],[ 3. 25.],2,4.2248,4.1625,4.22,4.1527,0.55,3.959,4.366,4.1527,4.1527
fps_02_1280x720_60_yuv420p.yuv_HEVC_0.7M,lofps_4k_testnum_005,720,0.7,60,HEVC,29,29,0,0,[],[ 3. 25.],2,3.479,3.479,3.4863,3.4863,0.796,3.189,3.769,3.4863,3.4863
fps_02_3840x2160_60_yuv420p.yuv_HEVC_5M,lofps_4k_testnum_005,2160,5.0,60,HEVC,29,29,0,0,[],[ 3. 25.],2,5.4824,5.4824,5.5137,5.5137,0.816,5.185,5.78,5.5137,5.5137
fps_02_60_2160,lofps_4k_testnum_005,2160,100.0,60,ref,29,27,0,2,"[25.0, 28.0]",[ 3. 25.],2,5.8252,5.9778,5.9415,6.0238,0.59,5.755,6.2,6.0238,6.0238
fps_02_960x540_30_yuv420p.yuv_HEVC_0.3M,lofps_4k_testnum_005,540,0.3,30,HEVC,29,29,0,0,[],[ 3. 25.],2,2.5762,2.5762,2.5452,2.5452,0.71,2.318,2.835,2.5452,2.5452
fps_02_960x540_60_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_005,540,0.5,60,HEVC,29,29,0,0,[],[ 3. 25.],2,2.8924,2.8924,2.89,2.89,0.764,2.614,3.171,2.89,2.89
3rd_02_1280x720_30_yuv420p.yuv_HEVC_10M,lofps_4k_testnum_005,720,10.0,30,HEVC,29,29,0,0,[],[ 3. 25.],2,4.2755,4.2755,4.3237,4.3237,0.829,3.974,4.577,4.3237,4.3237
3rd_02_1280x720_60_yuv420p.yuv_HEVC_1.6M,lofps_4k_testnum_005,720,1.6,60,HEVC,29,28,1,0,[22.0],[ 3. 25.],2,2.9866,2.9175,2.9263,2.904,0.616,2.689,3.146,2.904,2.904
3rd_02_1920x1080_30_yuv420p.yuv_HEVC_5M,lofps_4k_testnum_005,1080,5.0,30,HEVC,29,29,0,0,[],[ 3. 25.],2,4.08,4.08,4.0722,4.0722,1.025,3.707,4.453,4.0722,4.0722
3rd_02_1920x1080_60_yuv420p.yuv_AV1_10M,lofps_4k_testnum_005,1080,10.0,60,AV1,29,28,0,1,[6.0],[ 3. 25.],2,4.7028,4.785,4.6504,4.7369,0.799,4.489,5.081,4.7369,4.7369
3rd_02_1920x1080_60_yuv420p.yuv_AV1_50M,lofps_4k_testnum_005,1080,50.0,60,AV1,29,29,0,0,[],[ 3. 25.],2,5.2797,5.2797,5.3556,5.3556,0.882,4.959,5.601,5.3556,5.3556
3rd_02_1920x1080_60_yuv420p.yuv_H264_5M,lofps_4k_testnum_005,1080,5.0,60,H264,29,29,0,0,[],[ 3. 25.],2,3.7493,3.7493,3.7222,3.7222,0.845,3.442,4.057,3.7222,3.7222
3rd_02_3840x2160_60_yuv420p.yuv_HEVC_30M,lofps_4k_testnum_005,2160,30.0,60,HEVC,29,29,0,0,[],[ 3. 25.],2,5.5838,5.5838,5.6563,5.6563,0.906,5.254,5.914,5.6563,5.6563
3rd_02_960x540_30_yuv420p.yuv_H264_0.75M,lofps_4k_testnum_005,540,0.75,30,H264,29,29,0,0,[],[ 3. 25.],2,2.4628,2.4628,2.4156,2.4156,0.934,2.123,2.803,2.4156,2.4156
3rd_02_960x540_60_yuv420p.yuv_H264_1M,lofps_4k_testnum_005,540,1.0,60,H264,29,29,0,0,[],[ 3. 25.],2,2.4531,2.4531,2.3922,2.3922,0.716,2.193,2.714,2.3922,2.3922
3rd_02_960x540_60_yuv420p.yuv_HEVC_10M,lofps_4k_testnum_005,540,10.0,60,HEVC,29,28,0,1,[28.0],[ 3. 25.],2,3.8362,3.89,3.8389,3.8969,0.517,3.699,4.081,3.8969,3.8969
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.1M,lofps_4k_testnum_005,720,0.1,30,AV1,29,29,0,0,[],[ 3. 25.],2,2.26,2.26,2.19,2.19,0.731,1.994,2.526,2.19,2.19
3rd_03_1920x1080_60_yuv420p.yuv_H264_1.5M,lofps_4k_testnum_005,1080,1.5,60,H264,29,29,0,0,[],[ 3. 25.],2,3.8555,3.8555,3.8181,3.8181,0.867,3.54,4.171,3.8181,3.8181
3rd_03_3840x2160_30_yuv420p.yuv_HEVC_3M,lofps_4k_testnum_005,2160,3.0,30,HEVC,29,29,0,0,[],[ 3. 25.],2,5.019,5.019,5.0548,5.0548,0.824,4.719,5.319,5.0548,5.0548
3rd_03_60_1080,lofps_4k_testnum_005,1080,100.0,60,ref,29,27,2,0,"[16.0, 28.0]",[ 3. 25.],2,5.6393,5.5422,5.6641,5.5612,0.525,5.344,5.74,5.5612,5.5612
3rd_03_960x540_30_yuv420p.yuv_H264_0.3M,lofps_4k_testnum_005,540,0.3,30,H264,29,28,1,0,[25.0],[ 3. 25.],2,2.6003,2.53,2.4778,2.4054,0.762,2.248,2.812,2.4054,2.4054
platformer_01_1280x720_30_yuv420p.yuv_AV1_0.5M,lofps_4k_testnum_007,720,0.5,30,AV1,32,31,1,0,[26.0],[ 6. 18. 24.],3,3.5659,3.4997,3.6,3.6,0.743,3.238,3.761,3.6,3.6
platformer_01_1280x720_30_yuv420p.yuv_HEVC_0.4M,lofps_4k_testnum_007,720,0.4,30,HEVC,31,31,0,0,[],[ 6. 18. 24.],3,2.7861,2.7861,2.765,2.765,0.601,2.575,2.998,2.765,2.765
platformer_01_1280x720_60_yuv420p.yuv_AV1_2M,lofps_4k_testnum_007,720,2.0,60,AV1,32,31,0,1,[27.0],[ 6. 18. 24.],3,4.3162,4.3848,4.3069,4.3825,0.813,4.099,4.671,4.3825,4.3825
platformer_01_1280x720_60_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_007,720,2.0,60,HEVC,30,30,0,0,[],[ 6. 18. 24.],3,4.2107,4.2107,4.1526,4.0719,1.001,3.853,4.569,4.0719,4.0719
platformer_01_1920x1080_60_yuv420p.yuv_H264_4M,lofps_4k_testnum_007,1080,4.0,60,H264,31,31,0,0,[],[ 6. 18. 24.],3,4.5135,4.5135,4.5441,4.5441,0.964,4.174,4.853,4.5441,4.5441
